Order_No,Time from Pickup to Arrival
Order_No_25899,712.62
Order_No_26621,2149.28
Order_No_17483,1500.89
Order_No_2943,2066.88
Order_No_6923,1631.68
Order_No_181,2507.48
Order_No_19543,1769.15
Order_No_11022,2042.32
Order_No_16940,1934.63
Order_No_22316,1874.64
Order_No_24662,1449.6
Order_No_7034,2276.06
Order_No_13090,1556.07
Order_No_761,489.88
Order_No_25720,1236.33
Order_No_12467,2303.29
Order_No_16527,555.86
Order_No_15886,1559.25
Order_No_14129,1147.13
Order_No_22079,3451.68
Order_No_9552,1642.99
Order_No_28093,1119.48
Order_No_3167,1492.21
Order_No_18111,1055.11
Order_No_10981,921.81
Order_No_17959,3134.4
Order_No_19855,97.47
Order_No_21278,1434.17
Order_No_5819,2494.55
Order_No_26651,972.51
Order_No_6273,830.39
Order_No_15656,849.93
Order_No_22,2223.67
Order_No_17367,2822.08
Order_No_257,1367.97
Order_No_15175,2738.81
Order_No_546,2480.71
Order_No_20915,915.02
Order_No_22885,1767.25
Order_No_4613,2704.14
Order_No_5473,1269.66
Order_No_4698,588.93
Order_No_5638,1774.1
Order_No_20471,2311.93
Order_No_17954,1778.27
Order_No_14468,2933.48
Order_No_2968,2031.25
Order_No_24419,999.6
Order_No_7674,2450.77
Order_No_26560,627.22
Order_No_15611,1131.42
Order_No_15085,2690.79
Order_No_1440,2352.14
Order_No_18237,1888.05
Order_No_8092,1741.07
Order_No_529,1929.81
Order_No_22717,1918.63
Order_No_3509,1445.1
Order_No_26201,1740.67
Order_No_20497,763.13
Order_No_12558,2145.01
Order_No_23463,995.25
Order_No_18978,2377.67
Order_No_5508,1709.87
Order_No_11317,644.94
Order_No_13632,662.12
Order_No_3751,1652.21
Order_No_27592,2360.73
Order_No_25276,2226.71
Order_No_18188,2187.9
Order_No_27593,1634.13
Order_No_2022,1428.92
Order_No_4713,939.44
Order_No_23001,1308.68
Order_No_9222,2227.86
Order_No_3417,2033.24
Order_No_3133,1185.57
Order_No_1571,1270.42
Order_No_14300,2131.87
Order_No_4825,1432.27
Order_No_26248,1458.06
Order_No_22868,1347.02
Order_No_793,1433.0
Order_No_891,2044.53
Order_No_6505,1078.76
Order_No_12415,1176.71
Order_No_5850,1784.66
Order_No_12144,1787.96
Order_No_7476,1791.87
Order_No_20096,2073.98
Order_No_13743,1371.0
Order_No_4724,1716.94
Order_No_13814,1993.22
Order_No_15469,1581.37
Order_No_5324,2032.97
Order_No_11383,2005.28
Order_No_11795,1717.19
Order_No_28131,1890.29
Order_No_9343,1809.86
Order_No_14195,1345.1
Order_No_2454,1950.34
Order_No_26609,1003.85
Order_No_28252,1614.77
Order_No_23205,2547.67
Order_No_9462,1588.79
Order_No_5007,2150.67
Order_No_19715,1392.1
Order_No_18543,856.76
Order_No_4723,743.1
Order_No_8211,2553.91
Order_No_20360,1501.74
Order_No_24462,2884.23
Order_No_25386,909.13
Order_No_26627,1963.95
Order_No_26824,1062.86
Order_No_16072,1757.35
Order_No_26274,1843.86
Order_No_24873,1549.05
Order_No_2196,1402.29
Order_No_6178,1958.83
Order_No_4860,1415.71
Order_No_15161,2626.64
Order_No_17712,1615.53
Order_No_19520,2086.23
Order_No_1723,1638.57
Order_No_8405,597.56
Order_No_15590,1493.19
Order_No_19280,2955.52
Order_No_19525,2237.87
Order_No_12356,1507.95
Order_No_22797,1409.52
Order_No_14572,1772.12
Order_No_24329,1815.05
Order_No_8204,1647.14
Order_No_24862,1463.98
Order_No_7993,1625.73
Order_No_25182,894.57
Order_No_26175,2247.21
Order_No_22936,1828.38
Order_No_9627,688.16
Order_No_21478,1240.93
Order_No_2713,1576.38
Order_No_12912,1353.6
Order_No_9733,1888.54
Order_No_27705,1504.93
Order_No_24072,1598.65
Order_No_6066,607.72
Order_No_23990,2518.94
Order_No_15876,1307.11
Order_No_9212,2095.98
Order_No_11773,2380.04
Order_No_17001,2645.78
Order_No_19824,1984.72
Order_No_7583,1859.2
Order_No_23644,1351.69
Order_No_27423,1426.17
Order_No_1309,1856.84
Order_No_5014,16.88
Order_No_27602,2617.35
Order_No_2683,1689.06
Order_No_16570,673.2
Order_No_5495,962.44
Order_No_11062,1499.87
Order_No_15357,666.95
Order_No_20901,1459.08
Order_No_3808,1769.7
Order_No_25818,2661.31
Order_No_3542,851.04
Order_No_22955,2017.76
Order_No_5028,2804.69
Order_No_13893,1942.32
Order_No_16106,1608.63
Order_No_7035,2733.36
Order_No_23600,1671.85
Order_No_10096,2294.95
Order_No_4422,1322.03
Order_No_10341,68.38
Order_No_4605,1536.87
Order_No_25427,728.3
Order_No_860,2105.38
Order_No_11938,611.1
Order_No_13777,2075.94
Order_No_19433,314.48
Order_No_7271,1795.93
Order_No_3128,1415.9
Order_No_24648,1848.52
Order_No_7965,1229.8
Order_No_23539,2685.43
Order_No_620,1775.21
Order_No_16350,1479.04
Order_No_13676,766.62
Order_No_20882,1425.88
Order_No_3166,2331.29
Order_No_3996,1641.73
Order_No_13507,772.52
Order_No_6049,1811.85
Order_No_11012,1658.26
Order_No_7826,1861.18
Order_No_11432,1767.34
Order_No_23548,1642.04
Order_No_7735,557.95
Order_No_2526,958.56
Order_No_2752,1253.26
Order_No_9824,1855.35
Order_No_1993,2471.52
Order_No_715,1417.4
Order_No_287,1529.27
Order_No_13954,2354.97
Order_No_25369,648.2
Order_No_21794,1152.61
Order_No_23016,2122.97
Order_No_27703,1079.71
Order_No_22610,1798.81
Order_No_26104,1851.6
Order_No_9200,1407.11
Order_No_3963,1112.44
Order_No_24998,1327.19
Order_No_24952,2072.43
Order_No_16235,2200.84
Order_No_15692,1238.05
Order_No_1732,1048.42
Order_No_13963,1302.97
Order_No_25436,440.52
Order_No_12173,1605.94
Order_No_8096,1927.87
Order_No_16354,297.98
Order_No_4998,1548.05
Order_No_19767,945.97
Order_No_17583,1213.57
Order_No_20165,1926.7
Order_No_27413,2107.32
Order_No_18577,955.12
Order_No_27366,861.28
Order_No_2182,1580.41
Order_No_23384,1847.67
Order_No_23544,1273.42
Order_No_25780,1578.59
Order_No_24473,1476.43
Order_No_1017,1904.24
Order_No_4219,1067.08
Order_No_26712,1901.88
Order_No_12769,1141.48
Order_No_23300,2625.26
Order_No_12204,1796.75
Order_No_15798,493.49
Order_No_22980,1325.21
Order_No_7451,656.0
Order_No_22233,1624.31
Order_No_21329,1830.05
Order_No_3821,1642.95
Order_No_15311,1181.31
Order_No_2634,947.0
Order_No_13267,1301.47
Order_No_18825,2094.36
Order_No_1226,1305.45
Order_No_23290,1385.05
Order_No_5187,1547.93
Order_No_24109,2690.36
Order_No_20780,781.82
Order_No_21195,1708.89
Order_No_20277,1377.69
Order_No_25197,663.73
Order_No_4300,531.7
Order_No_8640,2253.79
Order_No_7512,2643.06
Order_No_1820,2451.89
Order_No_18556,2297.85
Order_No_23927,1655.08
Order_No_8005,1660.64
Order_No_2549,2189.99
Order_No_27750,585.22
Order_No_24292,734.42
Order_No_6218,2933.23
Order_No_26297,991.34
Order_No_26382,1640.89
Order_No_2933,879.13
Order_No_1643,3749.21
Order_No_1795,1423.29
Order_No_19055,915.55
Order_No_16755,1939.96
Order_No_7552,1485.38
Order_No_954,1665.55
Order_No_13396,625.5
Order_No_272,614.99
Order_No_7526,1316.75
Order_No_7639,810.12
Order_No_362,1323.31
Order_No_11265,2123.26
Order_No_19991,1415.85
Order_No_2898,1858.41
Order_No_24041,1317.99
Order_No_9306,1635.59
Order_No_24256,2483.56
Order_No_3358,1121.92
Order_No_18458,1630.33
Order_No_24037,1386.94
Order_No_21745,1620.83
Order_No_24791,1694.94
Order_No_6329,587.34
Order_No_8694,993.03
Order_No_27757,1081.06
Order_No_4758,1674.15
Order_No_14631,2316.22
Order_No_3434,1976.02
Order_No_13846,2244.56
Order_No_12622,1325.33
Order_No_9441,2521.8
Order_No_90,2495.38
Order_No_7946,2699.27
Order_No_1197,3329.57
Order_No_1201,2402.86
Order_No_23299,2088.58
Order_No_21272,1283.68
Order_No_23873,1572.03
Order_No_12427,1207.72
Order_No_22203,1773.05
Order_No_18445,1579.91
Order_No_26717,1631.82
Order_No_22256,1126.02
Order_No_18400,2555.65
Order_No_9350,1498.96
Order_No_19162,1512.18
Order_No_14922,3477.53
Order_No_2131,1763.51
Order_No_23408,1483.67
Order_No_2149,1297.64
Order_No_10310,1595.24
Order_No_8168,1532.46
Order_No_2601,985.75
Order_No_13698,3138.59
Order_No_26624,2026.39
Order_No_27107,896.17
Order_No_5323,793.72
Order_No_22269,433.38
Order_No_21736,1165.99
Order_No_11521,1715.49
Order_No_22671,659.85
Order_No_7912,637.14
Order_No_5344,1268.76
Order_No_21928,1179.89
Order_No_7074,757.17
Order_No_13915,2523.41
Order_No_24101,1923.33
Order_No_18299,1108.97
Order_No_15816,873.44
Order_No_24483,1967.85
Order_No_20072,2719.02
Order_No_14156,2195.19
Order_No_18214,614.26
Order_No_18224,2500.8
Order_No_11799,1214.83
Order_No_22357,1591.87
Order_No_25600,2388.96
Order_No_8407,949.72
Order_No_6064,1457.68
Order_No_6036,1863.54
Order_No_9128,849.35
Order_No_1426,1538.98
Order_No_19831,1241.34
Order_No_28105,2265.5
Order_No_24585,3082.51
Order_No_23807,2151.61
Order_No_24697,1836.12
Order_No_19103,1548.79
Order_No_6192,2444.35
Order_No_24346,1849.73
Order_No_9862,1344.54
Order_No_24734,2078.89
Order_No_18189,1217.64
Order_No_27172,2700.8
Order_No_14011,1422.75
Order_No_20671,2797.52
Order_No_17099,1180.19
Order_No_22897,1582.75
Order_No_22494,2720.41
Order_No_4077,1447.67
Order_No_21220,1569.62
Order_No_13220,2112.56
Order_No_19174,1978.75
Order_No_18713,573.69
Order_No_21298,708.09
Order_No_10814,773.74
Order_No_23640,1281.78
Order_No_12642,1884.74
Order_No_14796,3095.47
Order_No_6235,1527.64
Order_No_17745,2187.18
Order_No_22977,2405.96
Order_No_13495,2238.85
Order_No_28033,923.15
Order_No_2273,931.93
Order_No_22178,2493.12
Order_No_23625,2206.32
Order_No_10849,2370.53
Order_No_26443,1353.0
Order_No_20259,2638.48
Order_No_15020,841.42
Order_No_20222,1579.05
Order_No_1227,561.3
Order_No_14684,1445.11
Order_No_7219,848.34
Order_No_23991,1843.52
Order_No_3544,1452.5
Order_No_12140,1420.17
Order_No_16428,1791.75
Order_No_24237,1072.03
Order_No_20812,1408.52
Order_No_17969,1231.12
Order_No_7106,1653.89
Order_No_25181,1324.96
Order_No_20059,2210.31
Order_No_11464,1733.54
Order_No_19530,614.17
Order_No_7266,1740.01
Order_No_14776,1185.36
Order_No_8187,1894.6
Order_No_11058,678.19
Order_No_24929,1836.28
Order_No_14431,1200.08
Order_No_23643,1725.35
Order_No_5633,1462.93
Order_No_21622,666.13
Order_No_1008,1251.96
Order_No_8970,1703.11
Order_No_16328,921.35
Order_No_5604,836.5
Order_No_23474,1685.45
Order_No_10688,1947.26
Order_No_18491,642.89
Order_No_20857,1427.91
Order_No_28176,1944.96
Order_No_13933,977.39
Order_No_21397,1292.39
Order_No_27085,1882.6
Order_No_9860,2030.57
Order_No_19842,1729.79
Order_No_2690,1187.68
Order_No_13189,1209.36
Order_No_21567,1662.88
Order_No_26409,1274.43
Order_No_13863,3456.12
Order_No_4153,1189.77
Order_No_27691,1844.06
Order_No_11007,1715.88
Order_No_22244,2020.71
Order_No_1004,1531.76
Order_No_27383,1584.38
Order_No_2127,1647.67
Order_No_18020,2449.27
Order_No_8516,1408.5
Order_No_10405,1430.03
Order_No_1078,1315.3
Order_No_11513,1874.69
Order_No_12856,1632.38
Order_No_11810,508.2
Order_No_23272,1645.68
Order_No_20209,1272.59
Order_No_12748,1674.46
Order_No_12539,1405.76
Order_No_5529,1784.69
Order_No_2518,711.09
Order_No_21137,830.77
Order_No_27969,1408.63
Order_No_23008,1304.85
Order_No_5583,1270.74
Order_No_4761,1950.78
Order_No_9669,1782.64
Order_No_24806,1457.97
Order_No_18985,1838.28
Order_No_12565,2681.66
Order_No_9560,579.93
Order_No_18862,1159.86
Order_No_4922,1769.05
Order_No_21441,1583.87
Order_No_9159,1496.1
Order_No_9022,2709.56
Order_No_27049,1219.65
Order_No_26486,2066.1
Order_No_4097,1353.75
Order_No_23139,964.52
Order_No_25363,939.6
Order_No_26892,615.08
Order_No_3469,741.7
Order_No_23231,1346.02
Order_No_15424,2608.92
Order_No_19610,2237.62
Order_No_24926,1023.35
Order_No_637,519.43
Order_No_27648,1274.72
Order_No_25227,1972.56
Order_No_9982,1531.71
Order_No_4345,1928.26
Order_No_8175,909.59
Order_No_2570,995.29
Order_No_3236,1550.11
Order_No_19276,531.59
Order_No_3115,2268.59
Order_No_2920,2713.12
Order_No_25352,2028.28
Order_No_27839,1102.09
Order_No_9256,1798.93
Order_No_482,1675.91
Order_No_13576,444.53
Order_No_19782,1800.26
Order_No_22117,1669.57
Order_No_3924,1728.36
Order_No_16930,2482.16
Order_No_9752,1428.6
Order_No_18856,1158.52
Order_No_1465,1728.42
Order_No_2207,2303.66
Order_No_26647,683.63
Order_No_9598,2449.44
Order_No_6136,1305.91
Order_No_20868,2903.22
Order_No_11640,1220.59
Order_No_21036,1345.2
Order_No_9937,3290.04
Order_No_1938,1737.81
Order_No_14352,3469.79
Order_No_8111,1533.06
Order_No_1288,2498.83
Order_No_17199,2753.16
Order_No_24205,604.5
Order_No_15545,1664.77
Order_No_8149,1432.06
Order_No_10383,2299.32
Order_No_7098,1783.15
Order_No_13355,2580.65
Order_No_26792,797.54
Order_No_13673,2267.16
Order_No_19983,1450.3
Order_No_23886,1647.69
Order_No_17985,562.15
Order_No_13813,644.64
Order_No_21233,1566.66
Order_No_40,979.82
Order_No_15654,1844.09
Order_No_24330,918.29
Order_No_6840,1375.39
Order_No_19400,2356.39
Order_No_6424,2185.51
Order_No_0,1601.38
Order_No_1948,2046.08
Order_No_14959,1927.87
Order_No_15036,1074.38
Order_No_6783,1951.42
Order_No_19301,1678.59
Order_No_19236,1682.57
Order_No_20758,1818.34
Order_No_20276,1336.53
Order_No_23465,744.14
Order_No_23480,1241.67
Order_No_10219,2274.93
Order_No_23825,1237.42
Order_No_21537,1571.57
Order_No_14307,794.65
Order_No_12599,1327.48
Order_No_20086,699.16
Order_No_16151,2263.63
Order_No_19898,1253.57
Order_No_5079,1308.61
Order_No_5214,1188.11
Order_No_2073,3551.61
Order_No_9998,1310.05
Order_No_7108,1506.08
Order_No_15679,1413.9
Order_No_24154,1389.09
Order_No_22713,1281.01
Order_No_11668,1565.1
Order_No_4660,1852.98
Order_No_14109,1552.93
Order_No_25088,1886.96
Order_No_16572,834.29
Order_No_10080,1318.28
Order_No_3932,1560.58
Order_No_18616,1487.55
Order_No_19394,3104.49
Order_No_16721,531.21
Order_No_24724,1580.89
Order_No_11295,1146.14
Order_No_9978,1706.63
Order_No_26105,642.69
Order_No_1112,1753.46
Order_No_18747,2465.51
Order_No_21720,2092.94
Order_No_152,898.59
Order_No_26186,2066.28
Order_No_12831,2342.62
Order_No_13821,948.52
Order_No_653,2291.65
Order_No_5489,497.74
Order_No_17245,1581.56
Order_No_22849,2263.3
Order_No_19745,994.63
Order_No_20148,1561.59
Order_No_20574,1079.52
Order_No_459,1834.69
Order_No_14453,999.14
Order_No_1356,1683.6
Order_No_15141,1080.57
Order_No_25880,1620.96
Order_No_25118,1699.32
Order_No_12977,1280.79
Order_No_6639,1259.39
Order_No_19810,641.23
Order_No_17504,1585.05
Order_No_399,1244.86
Order_No_13027,2242.52
Order_No_7193,2149.76
Order_No_1115,1129.5
Order_No_14790,2487.45
Order_No_27724,1813.22
Order_No_15235,3654.72
Order_No_24075,1513.95
Order_No_18672,2431.88
Order_No_7833,1306.45
Order_No_9084,1919.93
Order_No_11596,1056.17
Order_No_10977,1911.53
Order_No_7261,2065.61
Order_No_380,1299.01
Order_No_17369,2553.3
Order_No_22984,1841.79
Order_No_21905,1789.97
Order_No_15515,521.33
Order_No_15426,994.73
Order_No_6549,2218.19
Order_No_15238,1615.65
Order_No_2433,2233.38
Order_No_18083,2378.95
Order_No_9621,872.69
Order_No_8499,1976.38
Order_No_9073,2078.17
Order_No_12853,2370.05
Order_No_23266,2515.44
Order_No_14405,2062.7
Order_No_18499,851.38
Order_No_23493,1443.52
Order_No_7079,1818.17
Order_No_4182,2028.3
Order_No_25009,1398.13
Order_No_8196,958.55
Order_No_2274,1559.58
Order_No_26935,2222.38
Order_No_1237,2144.8
Order_No_8924,3213.71
Order_No_26255,1277.52
Order_No_20995,2259.94
Order_No_22833,1719.64
Order_No_7180,1410.24
Order_No_9866,1352.87
Order_No_26778,495.72
Order_No_22857,1229.99
Order_No_22660,1364.62
Order_No_14475,1211.85
Order_No_14799,2645.11
Order_No_12813,659.25
Order_No_7786,577.18
Order_No_15245,1309.98
Order_No_25049,638.03
Order_No_23161,2345.43
Order_No_16300,840.5
Order_No_24973,1059.27
Order_No_13485,1319.13
Order_No_21191,1791.06
Order_No_1929,2264.2
Order_No_8098,2162.69
Order_No_5939,1989.14
Order_No_13578,1577.3
Order_No_7347,2120.07
Order_No_3494,1381.59
Order_No_19007,1241.3
Order_No_9769,1510.67
Order_No_26436,2269.58
Order_No_25480,728.72
Order_No_23237,2243.74
Order_No_20579,1802.8
Order_No_28243,2111.33
Order_No_2832,545.63
Order_No_3870,734.14
Order_No_17832,2468.38
Order_No_5740,1295.4
Order_No_17103,1263.72
Order_No_27825,2036.17
Order_No_13786,3505.67
Order_No_24974,818.1
Order_No_11769,983.95
Order_No_18513,1054.74
Order_No_1776,633.34
Order_No_23230,969.11
Order_No_7645,1406.17
Order_No_10130,1994.12
Order_No_19147,580.6
Order_No_27116,1154.23
Order_No_21929,1800.34
Order_No_21672,1781.16
Order_No_14929,2080.6
Order_No_11808,2428.2
Order_No_26156,2031.18
Order_No_6908,1206.68
Order_No_19807,624.43
Order_No_12880,1917.76
Order_No_1547,2400.25
Order_No_10387,1425.08
Order_No_20876,562.33
Order_No_8864,1451.48
Order_No_23664,760.21
Order_No_12351,2114.07
Order_No_21917,1667.19
Order_No_11517,792.73
Order_No_25755,2727.02
Order_No_1924,1024.36
Order_No_10052,812.89
Order_No_15623,1703.63
Order_No_5801,2590.35
Order_No_1677,1368.83
Order_No_14791,2115.86
Order_No_10311,1793.1
Order_No_9095,1154.54
Order_No_20212,1417.95
Order_No_4631,1318.77
Order_No_27983,728.47
Order_No_23690,1455.58
Order_No_9896,1641.4
Order_No_6419,500.51
Order_No_27099,2444.72
Order_No_27128,1132.55
Order_No_8329,1632.99
Order_No_25476,600.46
Order_No_25575,2398.0
Order_No_27199,181.62
Order_No_6579,2040.36
Order_No_26967,2251.98
Order_No_11280,614.89
Order_No_10660,1486.84
Order_No_20723,1664.52
Order_No_16228,1101.87
Order_No_3188,1543.01
Order_No_867,1425.98
Order_No_18462,1421.64
Order_No_20644,2453.44
Order_No_22927,787.61
Order_No_27202,1849.33
Order_No_12583,1421.29
Order_No_9729,1682.12
Order_No_3328,1623.46
Order_No_8953,2662.01
Order_No_3074,1508.04
Order_No_20197,1964.71
Order_No_17047,2071.7
Order_No_25090,1166.4
Order_No_21314,1748.82
Order_No_10722,1590.42
Order_No_15717,1944.92
Order_No_23711,2679.92
Order_No_21659,1976.37
Order_No_20441,1708.53
Order_No_24581,1379.44
Order_No_6179,1332.96
Order_No_20815,1109.95
Order_No_2344,456.28
Order_No_12902,1592.72
Order_No_135,153.59
Order_No_26580,1956.88
Order_No_1751,1231.07
Order_No_9709,1441.78
Order_No_2501,1166.17
Order_No_17871,859.01
Order_No_21452,105.88
Order_No_7297,1682.6
Order_No_20542,1361.97
Order_No_1513,1424.28
Order_No_21071,2243.47
Order_No_24692,2807.17
Order_No_4871,2229.88
Order_No_7987,1849.73
Order_No_4878,1388.07
Order_No_26159,2225.53
Order_No_13162,1571.71
Order_No_519,2254.74
Order_No_21050,689.83
Order_No_17446,1458.66
Order_No_9092,1110.09
Order_No_16340,1818.1
Order_No_21913,1678.5
Order_No_23243,1887.83
Order_No_23589,163.47
Order_No_11532,1121.29
Order_No_21139,1212.87
Order_No_15387,1311.03
Order_No_5735,604.34
Order_No_1905,2000.83
Order_No_27442,696.81
Order_No_3439,1590.98
Order_No_2544,1447.99
Order_No_11152,1937.21
Order_No_27198,2548.36
Order_No_19472,1374.16
Order_No_13493,1431.56
Order_No_26088,2083.89
Order_No_10716,397.82
Order_No_11549,1227.15
Order_No_3190,1116.34
Order_No_16876,2078.81
Order_No_16581,3383.07
Order_No_15873,1701.85
Order_No_16172,1974.67
Order_No_3225,3058.35
Order_No_17034,1130.68
Order_No_8072,1747.31
Order_No_6325,1640.79
Order_No_16052,1514.04
Order_No_4548,762.62
Order_No_14533,776.18
Order_No_1047,1987.79
Order_No_17723,613.27
Order_No_6384,472.56
Order_No_3254,2623.74
Order_No_1550,538.29
Order_No_5515,1606.17
Order_No_25797,1710.81
Order_No_7796,1581.0
Order_No_27018,2634.13
Order_No_153,1208.66
Order_No_16842,466.33
Order_No_24311,2067.5
Order_No_21793,1440.66
Order_No_15812,2255.89
Order_No_26485,1902.9
Order_No_4556,1157.6
Order_No_23866,1130.47
Order_No_13417,2683.53
Order_No_665,2742.16
Order_No_24545,1387.27
Order_No_18576,3418.06
Order_No_25287,1483.83
Order_No_26576,2313.58
Order_No_17256,1106.6
Order_No_20509,2084.34
Order_No_17571,2557.53
Order_No_15252,1616.06
Order_No_9281,1221.79
Order_No_3262,1644.17
Order_No_2862,1105.58
Order_No_15958,25.26
Order_No_20407,1474.88
Order_No_15905,1415.38
Order_No_12253,1641.97
