Order_No,Time from Pickup to Arrival
Order_No_9343,1696.9027
Order_No_14195,1185.4381
Order_No_2454,1944.3221
Order_No_26609,450.65405
Order_No_28252,1711.4927
Order_No_23205,2316.7524
Order_No_9462,1776.7734
Order_No_5007,1999.4938
Order_No_19715,1099.1792
Order_No_18543,759.41626
Order_No_4723,393.89624
Order_No_8211,2726.7915
Order_No_20360,1464.7351
Order_No_24462,3228.859
Order_No_25386,916.91113
Order_No_26627,2221.1104
Order_No_26824,945.4774
Order_No_16072,1686.4158
Order_No_26274,1518.5286
Order_No_24873,2311.986
Order_No_2196,956.0078
Order_No_6178,1277.5892
Order_No_4860,1249.3379
Order_No_15161,2590.635
Order_No_17712,1750.1427
Order_No_19520,2304.4312
Order_No_1723,2392.1055
Order_No_8405,810.2129
Order_No_15590,1507.7788
Order_No_19280,2435.581
Order_No_19525,1930.4885
Order_No_12356,1513.7156
Order_No_22797,1619.9828
Order_No_14572,1638.6329
Order_No_24329,1826.3485
Order_No_8204,2044.0726
Order_No_24862,1654.615
Order_No_7993,1457.9346
Order_No_25182,560.4779
Order_No_26175,2124.3413
Order_No_22936,1728.3472
Order_No_9627,897.774
Order_No_21478,1192.71
Order_No_2713,1356.5557
Order_No_12912,1468.501
Order_No_9733,1790.9666
Order_No_27705,1336.3605
Order_No_24072,1400.9369
Order_No_6066,381.39728
Order_No_23990,2919.6643
Order_No_15876,1247.0756
Order_No_9212,1955.8564
Order_No_11773,2246.0613
Order_No_17001,2932.7424
Order_No_19824,1487.6272
Order_No_7583,1716.2234
Order_No_23644,1179.4373
Order_No_27423,1746.5227
Order_No_1309,1589.4333
Order_No_5014,73.62474
Order_No_27602,2744.9207
Order_No_2683,1331.9966
Order_No_16570,572.41797
Order_No_5495,649.9946
Order_No_11062,1016.91095
Order_No_15357,454.7405
Order_No_20901,1275.1914
Order_No_3808,1956.7205
Order_No_25818,2706.263
Order_No_3542,372.27576
Order_No_22955,2652.8152
Order_No_5028,3285.9998
Order_No_13893,2163.337
Order_No_16106,999.2524
Order_No_7035,2979.3853
Order_No_23600,1583.3286
Order_No_10096,2291.0215
Order_No_4422,1640.9816
Order_No_10341,186.11836
Order_No_4605,963.06573
Order_No_25427,755.0011
Order_No_860,1678.5583
Order_No_11938,428.99084
Order_No_13777,2075.3875
Order_No_19433,289.35757
Order_No_7271,1371.2987
Order_No_3128,1577.2117
Order_No_24648,2219.8596
Order_No_7965,1014.3939
Order_No_23539,2880.9954
Order_No_620,1901.2756
Order_No_16350,1425.4846
Order_No_13676,682.5573
Order_No_20882,767.3093
Order_No_3166,2291.2969
Order_No_3996,1644.0115
Order_No_13507,638.68933
Order_No_6049,1588.5719
Order_No_11012,1703.4692
Order_No_7826,1164.7329
Order_No_11432,1581.0042
Order_No_23548,1598.3429
Order_No_7735,653.51624
Order_No_2526,505.56137
Order_No_2752,1352.1829
Order_No_9824,1831.9209
Order_No_1993,2551.4763
Order_No_715,1696.1215
Order_No_287,1347.548
Order_No_13954,2612.742
Order_No_25369,692.4643
Order_No_21794,1049.7668
Order_No_23016,1855.3435
Order_No_27703,1164.1521
Order_No_22610,1970.0118
Order_No_26104,1583.0276
Order_No_9200,1836.3024
Order_No_3963,1249.4169
Order_No_24998,1300.6798
Order_No_24952,1174.4783
Order_No_16235,1707.9922
Order_No_15692,1044.1635
Order_No_1732,1144.4513
Order_No_13963,1231.0721
Order_No_25436,584.64777
Order_No_12173,1060.8564
Order_No_8096,1254.3517
Order_No_16354,708.2516
Order_No_4998,1988.5028
Order_No_19767,1003.24896
Order_No_17583,1162.9036
Order_No_20165,1047.4633
Order_No_27413,1895.1841
Order_No_18577,1060.3564
Order_No_27366,900.824
Order_No_2182,1763.3015
Order_No_23384,1633.4406
Order_No_23544,1511.874
Order_No_25780,1801.5787
Order_No_24473,1405.2688
Order_No_1017,1639.2495
Order_No_4219,871.5088
Order_No_26712,2492.9287
Order_No_12769,1366.4299
Order_No_23300,2705.5825
Order_No_12204,1342.3463
Order_No_15798,558.036
Order_No_22980,1072.6709
Order_No_7451,687.8485
Order_No_22233,1314.0027
Order_No_21329,1662.3984
Order_No_3821,1350.1932
Order_No_15311,1193.5403
Order_No_2634,1240.6426
Order_No_13267,922.36115
Order_No_18825,1749.6735
Order_No_1226,1353.7069
Order_No_23290,1469.1478
Order_No_5187,1367.2375
Order_No_24109,2750.5
Order_No_20780,676.2945
Order_No_21195,1514.7306
Order_No_20277,1394.4459
Order_No_25197,487.8871
Order_No_4300,659.7647
Order_No_8640,2558.8896
Order_No_7512,1924.8402
Order_No_1820,2567.4282
Order_No_18556,2538.7778
Order_No_23927,1491.1981
Order_No_8005,1400.4738
Order_No_2549,2055.0396
Order_No_27750,426.38293
Order_No_24292,614.6241
Order_No_6218,3249.5723
Order_No_26297,607.9916
Order_No_26382,1625.2666
Order_No_2933,284.965
Order_No_1643,4175.278
Order_No_1795,1322.2456
Order_No_19055,1386.0302
Order_No_16755,1297.9651
Order_No_7552,1479.0168
Order_No_954,2307.093
Order_No_13396,505.69336
Order_No_272,493.37122
Order_No_7526,1588.4895
Order_No_7639,678.46375
Order_No_362,1065.8243
Order_No_11265,2245.4907
Order_No_19991,1154.6584
Order_No_2898,1883.2036
Order_No_24041,1290.1698
Order_No_9306,1810.4869
Order_No_24256,2839.3726
Order_No_3358,1225.8223
Order_No_18458,1682.5896
Order_No_24037,812.4292
Order_No_21745,1290.7825
Order_No_24791,1672.4437
Order_No_6329,521.244
Order_No_8694,822.6229
Order_No_27757,1246.0414
Order_No_4758,1783.0768
Order_No_14631,2089.3572
Order_No_3434,1804.2545
Order_No_13846,2409.0742
Order_No_12622,1323.0907
Order_No_9441,2308.3694
Order_No_90,2629.6794
Order_No_7946,2515.6511
Order_No_1197,3259.268
Order_No_1201,2151.3547
Order_No_23299,2503.1565
Order_No_21272,1507.5171
Order_No_23873,1408.2393
Order_No_12427,1392.9127
Order_No_22203,1970.2183
Order_No_18445,1576.3314
Order_No_26717,1555.2151
Order_No_22256,1230.7427
Order_No_18400,2603.993
Order_No_9350,1292.568
Order_No_19162,1866.1134
Order_No_14922,-135.65462
Order_No_2131,1724.5846
Order_No_23408,1571.7919
Order_No_2149,1395.5444
Order_No_10310,2006.8876
Order_No_8168,1672.329
Order_No_2601,709.751
Order_No_13698,3033.5579
Order_No_26624,1730.5435
Order_No_27107,948.622
Order_No_5323,999.46924
Order_No_22269,415.47574
Order_No_21736,1013.5203
Order_No_11521,1742.2505
Order_No_22671,555.93744
Order_No_7912,397.6349
Order_No_5344,789.2741
Order_No_21928,1154.6074
Order_No_7074,163.01389
Order_No_13915,2212.194
Order_No_24101,2222.6653
Order_No_18299,1065.4045
Order_No_15816,595.3531
Order_No_24483,642.1823
Order_No_20072,2639.5156
Order_No_14156,1968.29
Order_No_18214,433.8042
Order_No_18224,2001.7897
Order_No_11799,1057.182
Order_No_22357,1823.2113
Order_No_25600,2353.3474
Order_No_8407,921.7542
Order_No_6064,1385.814
Order_No_6036,1910.087
Order_No_9128,861.7383
Order_No_1426,1454.6099
Order_No_19831,1248.6011
Order_No_28105,2185.1904
Order_No_24585,3227.8813
Order_No_23807,2172.1667
Order_No_24697,1196.1648
Order_No_19103,1629.733
Order_No_6192,1806.2821
Order_No_24346,1146.5375
Order_No_9862,1483.7975
Order_No_24734,1859.5237
Order_No_18189,1082.4673
Order_No_27172,2309.0422
Order_No_14011,1481.6893
Order_No_20671,2874.5535
Order_No_17099,1526.4283
Order_No_22897,1829.1317
Order_No_22494,3150.056
Order_No_4077,1822.0989
Order_No_21220,1480.1503
Order_No_13220,2247.9202
Order_No_19174,2043.6233
Order_No_18713,525.20605
Order_No_21298,440.92853
Order_No_10814,998.4559
Order_No_23640,1167.1934
Order_No_12642,2106.4712
Order_No_14796,2935.6145
Order_No_6235,1114.5598
Order_No_17745,1890.5531
Order_No_22977,1943.0627
Order_No_13495,1875.405
Order_No_28033,691.696
Order_No_2273,827.90576
Order_No_22178,2594.32
Order_No_23625,2576.2422
Order_No_10849,2585.8247
Order_No_26443,1251.5355
Order_No_20259,2890.4006
Order_No_15020,659.419
Order_No_20222,1222.697
Order_No_1227,639.05634
Order_No_14684,1386.8739
Order_No_7219,1028.3402
Order_No_23991,1295.2183
Order_No_3544,1230.9717
Order_No_12140,1297.9258
Order_No_16428,1720.768
Order_No_24237,932.30334
Order_No_20812,1673.4138
Order_No_17969,1005.6166
Order_No_7106,1606.6973
Order_No_25181,940.66815
Order_No_20059,2311.542
Order_No_11464,1993.8411
Order_No_19530,370.98355
Order_No_7266,1025.693
Order_No_14776,1491.8497
Order_No_8187,1832.0089
Order_No_11058,680.1281
Order_No_24929,1542.1174
Order_No_14431,1649.2988
Order_No_23643,1202.6382
Order_No_5633,1558.6836
Order_No_21622,382.1795
Order_No_1008,1568.4064
Order_No_8970,1617.0215
Order_No_16328,1313.556
Order_No_5604,505.02344
Order_No_23474,1531.0645
Order_No_10688,1687.7318
Order_No_18491,695.57733
Order_No_20857,1733.5621
Order_No_28176,2368.0251
Order_No_13933,942.3778
Order_No_21397,1491.0752
Order_No_27085,1721.0125
Order_No_9860,1589.6606
Order_No_19842,1742.3772
Order_No_2690,1143.7158
Order_No_13189,1209.6575
Order_No_21567,1435.2533
Order_No_26409,1282.5712
Order_No_13863,2538.7173
Order_No_4153,1323.0123
Order_No_27691,1666.4878
Order_No_11007,1613.3514
Order_No_22244,1959.7922
Order_No_1004,1786.5692
Order_No_27383,1544.2468
Order_No_2127,1093.47
Order_No_18020,2660.6062
Order_No_8516,1357.3114
Order_No_10405,1586.5815
Order_No_1078,1116.9868
Order_No_11513,1728.2302
Order_No_12856,1425.6677
Order_No_11810,453.35913
Order_No_23272,1674.0477
Order_No_20209,908.5432
Order_No_12748,1650.7902
Order_No_12539,1358.6426
Order_No_5529,1958.5062
Order_No_2518,533.44
Order_No_21137,663.6611
Order_No_27969,1341.2507
Order_No_23008,1467.197
Order_No_5583,1152.511
Order_No_4761,2066.0186
Order_No_9669,1613.1046
Order_No_24806,1613.5585
Order_No_18985,1647.4845
Order_No_12565,2422.638
Order_No_9560,524.05194
Order_No_18862,918.0403
Order_No_4922,1855.9409
Order_No_21441,1491.9427
Order_No_9159,1643.1309
Order_No_9022,2571.7778
Order_No_27049,1036.7244
Order_No_26486,2250.298
Order_No_4097,1340.0449
Order_No_23139,651.97205
Order_No_25363,890.0138
Order_No_26892,1047.8943
Order_No_3469,397.50797
Order_No_23231,1431.3538
Order_No_15424,2530.7422
Order_No_19610,2550.7407
Order_No_24926,236.88998
Order_No_637,476.76584
Order_No_27648,1303.6948
Order_No_25227,1980.2555
Order_No_9982,1650.5455
Order_No_4345,1818.3245
Order_No_8175,806.5054
Order_No_2570,942.5145
Order_No_3236,1730.9958
Order_No_19276,597.1556
Order_No_3115,1861.0183
Order_No_2920,2585.565
Order_No_25352,1842.3759
Order_No_27839,1052.5364
Order_No_9256,1600.7979
Order_No_482,1768.0253
Order_No_13576,366.19373
Order_No_19782,1676.7041
Order_No_22117,1439.9144
Order_No_3924,1650.7961
Order_No_16930,2538.0889
Order_No_9752,1451.6359
Order_No_18856,834.4132
Order_No_1465,1777.197
Order_No_2207,2185.8784
Order_No_26647,938.2542
Order_No_9598,2189.5981
Order_No_6136,1447.6854
Order_No_20868,2735.3042
Order_No_11640,1297.0605
Order_No_21036,1600.3245
Order_No_9937,3297.264
Order_No_1938,1775.757
Order_No_14352,2583.2188
Order_No_8111,1237.7057
Order_No_1288,1565.9524
Order_No_17199,2985.7053
Order_No_24205,1215.9391
Order_No_15545,2224.376
Order_No_8149,1112.1626
Order_No_10383,2669.527
Order_No_7098,2148.8284
Order_No_13355,1849.3586
Order_No_26792,858.75146
Order_No_13673,2542.1587
Order_No_19983,1639.8153
Order_No_23886,1832.1183
Order_No_17985,373.39682
Order_No_13813,622.53455
Order_No_21233,1623.7874
Order_No_40,456.2611
Order_No_15654,1504.804
Order_No_24330,752.01917
Order_No_6840,1600.2316
Order_No_19400,2378.3037
Order_No_6424,2452.7915
Order_No_0,1438.1467
Order_No_1948,1949.046
Order_No_14959,1245.0411
Order_No_15036,927.1598
Order_No_6783,1882.2448
Order_No_19301,1114.0438
Order_No_19236,1904.846
Order_No_20758,1476.4904
Order_No_20276,986.4761
Order_No_23465,990.77563
Order_No_23480,1404.1675
Order_No_10219,1935.5856
Order_No_23825,1024.963
Order_No_21537,1938.7328
Order_No_14307,1110.5132
Order_No_12599,1613.8826
Order_No_20086,765.30316
Order_No_16151,2098.3257
Order_No_19898,1026.2566
Order_No_5079,1319.1063
Order_No_5214,1226.9098
Order_No_2073,3559.2493
Order_No_9998,1080.4923
Order_No_7108,1439.1626
Order_No_15679,676.4545
Order_No_24154,1369.7722
Order_No_22713,1341.6143
Order_No_11668,2076.633
Order_No_4660,1700.1427
Order_No_14109,1340.5073
Order_No_25088,2132.4556
Order_No_16572,573.4067
Order_No_10080,1973.3615
Order_No_3932,1369.2258
Order_No_18616,1700.9423
Order_No_19394,3301.312
Order_No_16721,647.12134
Order_No_24724,1654.4163
Order_No_11295,1320.4086
Order_No_9978,1785.0594
Order_No_26105,496.46783
Order_No_1112,1863.9088
Order_No_18747,3280.0962
Order_No_21720,1694.6033
Order_No_152,608.8739
Order_No_26186,2022.1616
Order_No_12831,2326.6045
Order_No_13821,877.5557
Order_No_653,1773.2087
Order_No_5489,474.28397
Order_No_17245,1615.6075
Order_No_22849,2505.0913
Order_No_19745,1109.6924
Order_No_20148,1428.0448
Order_No_20574,1130.3435
Order_No_459,1650.0453
Order_No_14453,1298.6305
Order_No_1356,1681.0697
Order_No_15141,833.5774
Order_No_25880,1635.0267
Order_No_25118,1497.471
Order_No_12977,1410.484
Order_No_6639,1133.2109
Order_No_19810,770.51917
Order_No_17504,1636.9199
Order_No_399,1682.4684
Order_No_13027,1720.6196
Order_No_7193,1744.5592
Order_No_1115,1278.841
Order_No_14790,2686.069
Order_No_27724,1993.7423
Order_No_15235,4525.5693
Order_No_24075,1776.7847
Order_No_18672,2270.4414
Order_No_7833,1722.916
Order_No_9084,1424.5364
Order_No_11596,835.12396
Order_No_10977,1776.5902
Order_No_7261,2034.0007
Order_No_380,1645.0133
Order_No_17369,2107.6052
Order_No_22984,1532.9672
Order_No_21905,860.1875
Order_No_15515,86.044586
Order_No_15426,964.13
Order_No_6549,1902.1077
Order_No_15238,1763.0118
Order_No_2433,2181.7861
Order_No_18083,2376.0476
Order_No_9621,139.94226
Order_No_8499,2085.0393
Order_No_9073,1918.3057
Order_No_12853,2736.8164
Order_No_23266,3012.7993
Order_No_14405,1775.2683
Order_No_18499,710.3414
Order_No_23493,784.1124
Order_No_7079,1972.9413
Order_No_4182,2251.362
Order_No_25009,1473.7559
Order_No_8196,812.48364
Order_No_2274,2170.4983
Order_No_26935,2304.998
Order_No_1237,2116.6348
Order_No_8924,3382.6758
Order_No_26255,935.7564
Order_No_20995,2217.519
Order_No_22833,1740.8951
Order_No_7180,1183.8379
Order_No_9866,1333.5858
Order_No_26778,341.91168
Order_No_22857,1599.5958
Order_No_22660,1764.618
Order_No_14475,1288.012
Order_No_14799,2889.945
Order_No_12813,518.5089
Order_No_7786,472.38754
Order_No_15245,1304.9564
Order_No_25049,649.62683
Order_No_23161,2229.5693
Order_No_16300,702.0635
Order_No_24973,1143.7363
Order_No_13485,934.9217
Order_No_21191,1835.0793
Order_No_1929,2180.8606
Order_No_8098,2422.7866
Order_No_5939,2124.8782
Order_No_13578,1455.8483
Order_No_7347,1735.95
Order_No_3494,1341.1826
Order_No_19007,1077.8141
Order_No_9769,1053.0978
Order_No_26436,1807.346
Order_No_25480,1042.2062
Order_No_23237,1207.6208
Order_No_20579,1367.6995
Order_No_28243,2241.7183
Order_No_2832,269.42654
Order_No_3870,676.0803
Order_No_17832,2316.3306
Order_No_5740,1235.4685
Order_No_17103,1252.7509
Order_No_27825,1751.3715
Order_No_13786,3572.2761
Order_No_24974,1116.7567
Order_No_11769,879.4378
Order_No_18513,958.1651
Order_No_1776,692.9837
Order_No_23230,797.54846
Order_No_7645,1296.1641
Order_No_10130,2076.296
Order_No_19147,586.5076
Order_No_27116,1682.0499
Order_No_21929,1362.9822
Order_No_21672,1855.7352
Order_No_14929,1614.8423
Order_No_11808,2502.741
Order_No_26156,1956.6354
Order_No_6908,339.32886
Order_No_19807,753.0266
Order_No_12880,1466.2454
Order_No_1547,1858.8909
Order_No_10387,835.4333
Order_No_20876,598.37714
Order_No_8864,1356.7942
Order_No_23664,496.8766
Order_No_12351,2135.2485
Order_No_21917,1981.6016
Order_No_11517,26.38368
Order_No_25755,1931.1676
Order_No_1924,1228.4791
Order_No_10052,940.2423
Order_No_15623,1461.8376
Order_No_5801,2276.4878
Order_No_1677,1515.2488
Order_No_14791,1701.5747
Order_No_10311,1533.2467
Order_No_9095,1302.5452
Order_No_20212,1822.7767
Order_No_4631,1266.5206
Order_No_27983,505.6877
Order_No_23690,1325.2429
Order_No_9896,1865.6995
Order_No_6419,256.8533
Order_No_27099,2270.0354
Order_No_27128,1225.2213
Order_No_8329,1463.3436
Order_No_25476,788.57764
Order_No_25575,2455.6758
Order_No_27199,77.59895
Order_No_6579,1717.3987
Order_No_26967,1927.2107
Order_No_11280,-60.746483
Order_No_10660,1049.7273
Order_No_20723,1433.6399
Order_No_16228,1497.1747
Order_No_3188,1502.4236
Order_No_867,1868.252
Order_No_18462,1238.6267
Order_No_20644,2489.2974
Order_No_22927,721.01697
Order_No_27202,1995.9846
Order_No_12583,1437.023
Order_No_9729,2072.9778
Order_No_3328,1432.9628
Order_No_8953,2276.0452
Order_No_3074,1306.2317
Order_No_20197,1603.2378
Order_No_17047,2534.893
Order_No_25090,803.73645
Order_No_21314,1316.0673
Order_No_10722,1193.2263
Order_No_15717,1978.0468
Order_No_23711,2553.1858
Order_No_21659,1869.758
Order_No_20441,1353.3519
Order_No_24581,1646.9769
Order_No_6179,1264.6873
Order_No_20815,1357.6697
Order_No_2344,396.39838
Order_No_12902,1764.3042
Order_No_135,85.631096
Order_No_26580,879.887
Order_No_1751,1013.7666
Order_No_9709,1385.5037
Order_No_2501,1435.4287
Order_No_17871,591.51776
Order_No_21452,45.467194
Order_No_7297,1610.251
Order_No_20542,1272.5463
Order_No_1513,1502.7278
Order_No_21071,2071.8848
Order_No_24692,2396.986
Order_No_4871,2940.0903
Order_No_7987,1601.0906
Order_No_4878,1936.8796
Order_No_26159,1515.7715
Order_No_13162,1476.2063
Order_No_519,2188.8647
